D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
D 0.35 0.0 0.0
